육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
지상경사로10,기타,,고봉로,경기도 고양시 일산서구 고봉로 133,37.67288456,126.771578,78.4,29.4,,4.5,5.4,,,Y,점자블럭+경사로,2.0,없음,,1993-06-09,Y,양호,제한없음,교대 단면 보수,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로11,기타,,일산로,경기도 고양시 일산서구 일산로 551 (일산동),37.67787683,126.7666731,84.0,21.0,,4.5,7.9,,,Y,점자블럭+경사로,2.0,없음,,1993-05-17,N,보통,제한없음,계단판석 보수,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로12,기타,,강성로,경기도 고양시 일산서구 강성로 124,37.67117236,126.7620632,79.2,31.7,,4.5,5.4,,,Y,경사로,1.0,없음,,1993-08-26,N,보통,제한없음,유도배수관 설치,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로13,시도,71번,주엽로,경기도 고양시 일산서구 주엽로 102,37.66808929,126.7562756,84.0,21.0,,4.5,5.4,,,Y,경사로,1.0,없음,,1993-07-19,N,보통,제한없음,탄성포장,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로14,기타,,일산로,경기도 고양시 일산서구 일산로 648,37.68267729,126.757102,62.3,41.5,,4.5,5.4,,,Y,경사로,1.0,없음,,1993-09-10,N,양호,제한없음,계단판석 보수,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
강촌육교(샵10),시도,62번,강송로,경기도 고양시 일산동구 강송로 217번길 49,37.6565703,126.7792186,79.1,31.8,,4.5,5.4,,,Y,점자블럭+경사로,2.0,없음,,1993-01-01,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 보행육교 TYPE-B 바이우다리,기타,,태극로,경기도 고양시 일산동구 태극로 20,37.6619258,126.7508077,81.9,81.9,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2015-12-02,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 보행육교 TYPE-C 아름다리,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 281,37.66172442,126.7546265,48.8,48.8,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2015-12-02,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 보행육교 TYPE-D 설레임다리,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 262,37.66226794,126.7569581,57.0,57.0,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2011-11-30,Y,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
고양관광문화단지 학교 앞 보도육교,기타,,한류월드로,경기도 고양시 일산동구 한류월드로 243,37.66012088,126.7583478,41.0,41.0,,4.5,7.3,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2016-12-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
까치구름다리,기타,,주엽로,경기도 고양시 일산서구 주엽로 77,37.667053,126.7530474,50.0,50.0,,4.5,6.0,,,Y,경사로,1.0,없음,,2005-10-08,N,양호,제한없음,바닥 상판 정비,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
나비구름다리,기타,,호수로,경기도 고양시 일산서구 호수로 817 (대화동),37.66799365,126.7516307,61.0,61.0,,4.5,6.0,,,Y,점자블럭+경사로,2.0,없음,,2005-10-27,N,양호,제한없음,세척,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
높빛구름다리,기타,,킨텍스로,경기도 고양시 일산서구 킨텍스로 217-6,37.66620656,126.747672,81.0,81.0,,4.5,6.0,,,Y,점자블럭+경사로,2.0,없음,,2005-03-15,N,양호,제한없음,계단판석 보수,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
다솜육교,기타,,숲속마을로,경기도 고양시 일산동구 숲속마을2로 147,37.67242119,126.7974725,78.0,78.0,,4.6,4.0,,,Y,점자블럭+경사로,2.0,없음,,2006-09-25,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
대방이산디엠시티 보도육교,시도,71번,백마로,경기도 고양시 일산동구 백마로 195,37.65490653,126.7715403,47.8,47.8,,4.5,3.0,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2020-04-23,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
마두1동육교(샵2),기타,,강송로,경기도 고양시 일산동구 강송로 175-1,37.65418455,126.7835689,84.0,21.0,,4.5,7.9,,,Y,점자블럭+경사로,2.0,없음,,1993-05-10,N,양호,제한없음,배수구 청소,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
마두2동육교(샵3),기타,,강송로,경기도 고양시 일산동구 강송로 181,37.65458633,126.7831444,118.0,25.0,,4.5,5.4,,,Y,점자블럭+경사로,2.0,없음,,1992-09-01,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
밤가시육교(샵9),기타,,일산로,경기도 고양시 일산동구 일산로 333-1,37.66515333,126.7835571,131.0,37.0,,4.5,7.9,,,Y,점자블럭+경사로,2.0,없음,,1992-04-01,N,양호,제한없음,논슬립 교체+ 장애인점자블럭 정비,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
백마육교(샵5),시도,62번,강송로,경기도 고양시 일산동구 강송로 196,37.65630577,126.783197,96.6,96.6,,4.5,5.4,,,Y,점자블럭+경사로,2.0,없음,,1992-09-01,N,양호,제한없음,콘크리트보수도장,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
백석도서관육교(샵1),기타,,일산로,경기도 고양시 일산동구 일산로 111,37.64724262,126.792521,67.5,28.0,,4.5,5.8,,,Y,점자블럭+경사로,2.0,없음,,1994-07-01,N,양호,제한없음,석재판 보수,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
백송구름다리,시도,71번,킨텍스로,경기도 고양시 일산서구 킨텍스로 217-60,37.66893348,126.7458028,45.0,45.0,,4.5,6.0,,,Y,점자블럭+경사로,2.0,없음,,2005-10-28,N,양호,제한없음,세척,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
벽제보도육교,일반국도,39번,호국로,경기도 고양시 덕양구 호국로 1413,37.68098252,126.8929304,39.6,39.6,,4.5,2.3,,,Y,점자블럭+경사로,2.0,없음,,1996-01-01,N,양호,제한없음,,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
서정1보도육교,시도,74번,소원로,"경기도 고양시 덕양구 소원로 267, 1096 (행신동, 서정마을3단지아파트)",37.61535896,126.851061,46.6,46.6,,5.2,6.0,,,Y,경사로,1.0,없음,,2008-01-01,N,양호,제한없음,,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
골사그네육교,일반국도,국도1호선,경수대로,경기도 의왕시 경수대로 81,37.334824,126.980738,51.7,4.5,,4.5,3.0,1.05,12.0,Y,경사로,2.0,없음,,2001-12-31,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
갈미제1육교,일반국도,국도1호선,갈미로,경기도 의왕시 갈미로 61,37.376677,126.974445,43.8,5.3,,4.5,3.0,1.4,2.0,Y,경사로,2.0,없음,,2001-12-30,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
갈미제2육교,일반국도,국도1호선,갈미1로,경기도 의왕시 갈미로 27,37.377178,126.971818,44.0,5.3,,4.5,3.0,1.4,2.0,Y,경사로,2.0,없음,,2001-12-31,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
갈미제4육교,일반국도,국도1호선,관평로,경기도의왕시 계원대학로 34,37.379418,126.974829,76.4,5.3,,4.5,3.0,1.3,9.0,Y,경사로,2.0,없음,,2001-12-30,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
의왕초교육교,일반국도,국도1호선,모락로,경기도 의왕시 모락로 56,37.363331,126.967444,30.0,4.9,,4.8,3.0,1.57,52.0,Y,경사로,2.0,캐노피,1.0,2002-12-31,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
의왕역보도육교,일반국도,국도1호선,왕송못동로,경기도 의왕시 왕송못동로 79,37.321324,126.945829,40.0,6.5,,5.0,5.0,1.87,17.0,Y,엘리베이터+경사로,2.0,캐노피+엘리베이터,2.0,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
학의천1교,일반국도,국도1호선,학의로,경기도 의왕시 학의로 466,37.391084,126.986321,56.0,4.08,,3.0,4.3,1.3,18.0,Y,경사로,1.0,없음,,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
학의천2교,일반국도,국도1호선,안양판교로,경기도 의왕시 안양판교로 226,37.387759,126.990659,50.0,3.6,,3.0,4.3,1.3,8.0,Y,경사로,1.0,없음,,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
금천보도교,일반국도,국도1호선,왕송못동로,경기도 의왕시 왕송못동로 78,37.321961,126.945377,26.0,1.8,,0.0,6.0,1.2,0.0,Y,경사로,1.0,없음,,,N,양호,제한없음,,정기점검,2020-04-02,경기도 의왕시청,2022-11-21,4030000,경기도 의왕시
가야시장 앞 육교,시도,광역시도30호선(광로 2-2),가야대로,부산광역시 부산진구 가야대로 669,35.156391,129.045113,41.0,5.0,,5.0,5.0,1.2,7.0,Y,경사로,1.0,난간+가로등,8.0,2000-12-31,N,보통,제한없음,,정기점검,2022-06-02,부산광역시 부산진구,2022-11-25,3290000,부산광역시 부산진구
가야1파출소 옆 육교,시도,광역시도30호선(광로 2-2),가야대로,부산광역시 부산진구 가야대로 594,35.154691,129.037025,42.0,4.5,,4.5,4.0,1.2,8.0,Y,경사로,1.0,난간+가로등,9.0,2002-11-30,N,보통,제한없음,,정기점검,2022-06-14,부산광역시 부산진구,2022-11-25,3290000,부산광역시 부산진구
국제백양아파트 입구 육교,시도,광역시도33호선(광로 3-13),백양관문로,부산광역시 부산진구 백양관문로 84,35.166317,129.028541,50.0,3.0,,5.0,4.0,1.2,7.0,Y,경사로,1.0,난간+가로등,8.0,1999-03-31,N,보통,제한없음,,정기점검,2022-06-09,부산광역시 부산진구,2022-11-25,3290000,부산광역시 부산진구
한매육교,지방도,357,남북로,경기도 파주시 목동동 1152-1,37.7294968,126.7375778,52.5,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
한울육교,기타,,한울로,경기도 파주시 동패동 1903,37.7113496,126.7367353,28.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
오솔육교,지방도,359,경의로,경기도 파주시 야당동 998,37.7119839,126.7592107,46.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
한빛육교,기타,,심학산로,경기도 파주시 와동동 1403,37.7169547,126.7537164,33.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
해솔육교,기타,,와석순환로,경기도 파주시 목동동 676,37.7240939,126.7470116,33.0,,3.5,4.5,4.5,,,Y,엘리베이터+경사로,4.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
중앙육교,기타,,청석로,경기도 파주시 동패동 1745-2,37.722852,126.717322,108.0,,3.5,4.5,3.0,,,Y,경사로,0.0,없음,0.0,,N,보통,제한없음,,정기점검,2022-03-24,경기도 파주시청 도로관리과,2022-11-09,4060000,경기도 파주시
태을초교앞 보도육교,시도,,산본로,경기도 군포시 산본로482번길 3,37.37218592,126.9279071,41.5,6.1,,4.5,2.5,1.0,,Y,경사로,2.0,캐노피,7.0,1996-01-01,Y,보통,제한없음,,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
당동 보도육교,시도,,고산로,경기도 군포시 용호1로 55,37.34787213,126.9396228,41.0,,,4.5,4.0,,,Y,경사로,3.0,캐노피,14.0,2005-01-01,N,보통,제한없음,,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
군포부곡 보도육교,시도,,번영로,경기도 군포시 번영로 12,37.32341633,126.9401165,129.3,,,4.5,4.0,,,Y,경사로,2.0,엘리베이터+캐노피,5.0,2010-01-01,Y,보통,제한없음,,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
삼성보도육교,시도,,삼성로,경기도 군포시 삼성로 41,37.33858358,126.9316471,32.0,,,5.0,5.0,,,Y,경사로,2.0,캐노피,3.0,2014-01-01,Y,보통,제한없음,,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
미룡초교육교,시도,,대학로,전라북도 군산시 대학로 507,35.950055,126.685785,50.5,5.0,,4.5,4.0,,,Y,경사로,1.0,없음,0.0,2002-07-30,N,양호,제한없음,,정기점검,2020-12-31,전라북도 군산시청,2022-11-28,4670000,전라북도 군산시
미성육교,시도,,대학로,전라북도 군산시 대학로 438,35.954559,126.687034,195.0,5.0,,4.5,4.0,,,Y,경사로,1.0,없음,0.0,2003-12-30,N,양호,제한없음,,정기점검,2020-12-31,전라북도 군산시청,2022-11-28,4670000,전라북도 군산시
여월홈플러스보도육교,시도,,소사로,경기도 부천시 소사로 605,37.51157254,126.7991983,54.2,,,7.0,4.0,,,Y,경사로,,,,2008-12-31, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
여월세라아파트 보도육교,시도,,소사로,경기도 부천시 소사로 605,37.51157254,126.7991983,28.2,,,7.0,3.0,,,Y,경사로,,,,1998-01-01, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
송내육교,시도,,부일로,경기도 부천시 부일로 370,37.48579321,126.7710993,42.0,,,7.0,5.0,,,Y,경사로,,,,2002-12-31, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
성곡초교 보도육교,시도,,여월로,경기도 부천시 여월로 75,37.5129789,126.8056547,39.4,,,7.0,4.0,,,Y,경사로,,,,2008-12-31, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
상동호수공원육교,시도,,조마루로,경기도 부천시 조마루로 15,37.50244089,126.7452415,64.4,,,7.0,4.0,,,Y,경사로,,,,2005-01-01, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
덕양초등학교 앞 육교,구도,,주지봉길,부산광역시 북구 함박봉로 42,35.20929658,129.0230912,21.0,5.0,,5.0,3.0,1.1,,Y,경사로,2.0,,,2003-01-01,N,보통,제한없음,,정기점검,2021-11-30,부산광역시 북구,2022-11-09,3320000,부산광역시 북구
구봉보도육교,구도,,구봉로,대전광역시 서구 구봉로,36.296252,127.331354,27.0,5.0,,4.5,4.0,1.0,10.0,Y,경사로,,,,1999-01-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
관저보도육교,일반국도,4,계백로,대전광역시 서구 계백로,36.30293542,127.3429667,53.0,6.1,,4.5,4.0,0.88,18.0,Y,경사로,,,,2002-08-31, ,미흡,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
월평초교보도육교,구도,,갑천도시고속도로,대전광역시 서구 갑천도시고속도로,36.356344,127.357099,45.1,5.0,,4.5,5.0,1.0,15.0,Y,경사로,,,,2004-01-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
느리울보도육교,구도,,구봉로,대전광역시 서구 구봉로,36.297296,127.343474,55.0,5.5,,4.5,2.4,1.0,19.0,Y,경사로,,,,2004-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
옥녀봉보도육교,구도,,대전광역시 서구 도안동로,대전광역시 서구 도안동로,36.332063,127.346418,70.0,5.9,,4.5,6.0,1.1,,Y,경사로,,,,2011-06-30, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
영대(보도)육교,시도,,대로2류 1,경상북도 경산시 계양로,35.829674,128.749624,57.6,5.0,,4.5,3.6,1.8,4.0,Y,경사로,2.0,,,2018-11-23,Y,양호,제한없음,,정밀안전진단,2019-03-11,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
성암(보도)육교,시도,,대로1류,경상북도 경산시 삼성현로,35.822137,128.717374,32.6,5.2,,4.5,2.6,1.8,4.0,Y,경사로,2.0,,,2015-01-30,Y,보통,제한없음,,정기점검,2015-01-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
북한남삼거리보도육교,특별시도,,한남대로,서울특별시 용산구 한남대로 152,37.54197477,127.0032498,,,,4.5,,,,Y,경사로,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
문화아파트 앞 보도육교,일반국도,1번,경기대로,경기도 평택시 863,36.99212625,127.1142766,35.5,,,4.8,3.5,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2021-06-30,경기도 평택시,2022-06-13,3910000,경기도 평택시
송탄공단 앞 보도육교,일반국도,1번,경기대로,경기도 평택시 장당동 73-2,37.03791533,127.0697727,40.0,,,5.1,4.0,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2021-06-30,경기도 평택시,2022-06-13,3910000,경기도 평택시
송탄여중고 옆 보도육교,일반국도,1번,경기대로,경기도 평택시 지산동 산173-14,37.07184782,127.0652945,30.0,,,5.0,2.2,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2021-06-30,경기도 평택시,2022-06-13,3910000,경기도 평택시
아주아파트-라이프아파트간 보도육교,일반국도,1번,경기대로,경기도 평택시 독곡동 351,37.08266687,127.062135,28.0,,,4.9,3.0,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2021-06-30,경기도 평택시,2022-06-13,3910000,경기도 평택시
장당지구 지상경사로,일반국도,1번,경기대로,경기도 평택시 장당동 628-4,37.05117565,127.0597036,,,,5.0,,,,Y,경사로,2.0,없음,,,Y,양호,제한없음,,정기점검,2021-06-30,경기도 평택시,2022-06-13,3910000,경기도 평택시
첨단경사육교,시도,85번,임방울대로,광주광역시 광산구 임방울대로 816,35.21768417,126.8473515,39.0,5.0,,5.0,3.0,,,Y,경사로,2.0,없음,0.0,1997-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
신창1육교,시도,88번,장신로,광주광역시 광산구 신창로 71번길 17,35.19069961,126.8350662,47.0,4.5,,4.5,3.0,,,Y,경사로,2.0,없음,0.0,2004-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
고실육교,시도,91번,풍영로,광주광역시 광산구 풍영로 300,35.19855818,126.8154768,22.0,5.0,,5.0,4.0,,,Y,경사로,2.0,없음,0.0,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
장자울육교,시도,85번,임방울대로,광주광역시 광산구 임방울대로 174,35.17664939,126.8175353,58.0,4.5,,4.5,3.0,,,Y,경사로,2.0,없음,0.0,2004-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
선운육교,일반국도,13번,동곡로,광주광역시 광산구 선운로2번길 40,35.1465004,126.7778991,76.0,4.5,,4.5,3.0,,,Y,경사로,2.0,없음,0.0,2010-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
녹양택지 육교 1,시도,,체육로,경기도 의정부시 체육로 298-12,37.76035818,127.0397051,35.0,6.7,,4.5,4.0,,,Y,경사로,2.0,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
녹양택지 육교 3,시도,,체육로,경기도 의정부시 체육로 249-28,37.76123659,127.0368482,34.0,6.2,,4.5,4.0,,,Y,경사로,2.0,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
신촌삼거리 보도육교,시도,대로1-3,봉양로,경상남도 창원시 성산구 창원대로1137번길 18,35.19580276,128.7107123,70.0,5.3,,4.8,2.0,1.2,,Y,경사로,1.0,,,,N,보통,제한없음,,정기점검,2022-05-09,경상남도 창원시 성산구청,2022-06-14,5670000,경상남도 창원시
옥녀봉보도육교,구도,,대전광역시 서구 도안동로,대전광역시 서구 도안북로 158,36.33216536,127.3461173,70.0,5.9,0.0,4.0,6.0,1.1,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
한밭대교네거리육교,특별시도,,유등로,대전광역시 서구 둔산북로 232-11,36.35693917,127.4014316,35.0,0.0,0.0,5.0,3.0,0.0,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
어덕마을로육교,특별시도,,어덕마을로,대전광역시 중구 어덕마을로 149,36.34284106,127.4088722,30.0,0.0,0.0,5.0,2.0,0.0,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
중앙철도시장육교,특별시도,,대흥로,대전광역시 동구 중앙로200번길 99,36.32646081,127.4341228,6.5,0.0,0.0,4.0,2.0,0.0,0.0,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
서대전육교,기타,,계백로1654번길,대전광역시 중구 계백로1658번길 2,36.31985192,127.4037417,332.0,0.0,0.0,3.0,17.0,0.0,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
오정동보도육교,시도,대로1-7호선,대전로,대전광역시 대덕구 대전로1112번길 6,36.3541031,127.4155351,56.0,,0.5,4.5,3.5,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시 대덕구청,2022-05-31,3680000,대전광역시 대덕구
남경마을보도육교,시도,대로1-2호선,신탄진로,대전광역시 대덕구 신탄진로746,36.4439714,127.4293236,30.0,,0.5,4.5,4.0,,,Y,경사로,2.0,없음,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시 대덕구청,2022-05-31,3680000,대전광역시 대덕구
제조창건널목보도육교,시도,대로1-2호선,신탄진로,대전광역시 대덕구 신탄진로606-1,36.4316468,127.4228726,25.0,,0.5,7.0,3.0,,,Y,경사로,2.0,캐노피,3.0,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시 대덕구청,2022-05-31,3680000,대전광역시 대덕구
다모아보도육교,구도,,갑천도시고속도로,대전광역시 서구 월평동 1517,36.363314,127.366608,54.0,5.0,,4.5,4.0,1.1,8.0,Y,경사로,,,,1997-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
갑천1보도육교,구도,,갑천도시고속도로,대전광역시 서구 갑천도시고속도로,36.35826827,127.3596709,35.0,5.0,,4.5,4.0,1.0,10.0,Y,경사로,,,,1993-01-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
갑천2보도육교,구도,,한밭대로,대전광역시 서구 한밭대로,36.35882369,127.3607653,52.0,5.0,,4.5,4.0,1.0,23.0,Y,경사로,,,,1993-01-01, ,미흡,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
누리보도육교,구도,,한밭대로,대전광역시 서구 한밭대로 666,36.35778653,127.3687795,47.0,5.2,,4.5,3.0,1.1,8.0,Y,경사로,,,,2000-02-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
수정보도육교,구도,,한밭대로,대전광역시 서구 한밭대로,36.357677,127.397012,31.2,6.0,,4.5,4.0,1.0,11.0,Y,경사로,,,,1996-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
한밭보도육교,구도,,한밭대로,대전광역시 서구 한밭대로,36.35790766,127.4004413,138.3,6.0,,4.5,4.0,1.0,21.0,Y,경사로,,,,1992-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
남육교,시도,,신도시남로,인천광역시 중구 신도시남로 76,37.48978879,126.4870588,88.0,5.3,13.5,5.3,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
북육교,시도,,신도시북로,인천광역시 중구 신도시북로 74,37.50019006,126.487737,125.0,4.7,13.5,4.7,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
상업지구육교,시도,,흰바위로,인천광역시 중구 흰바위로 21,37.49281968,126.4871871,88.0,5.3,13.5,5.3,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
중앙공원,시도,,영종대로,인천광역시 중구 영종대로 77,37.49564134,126.4875425,98.0,4.7,13.5,4.7,4.7,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
유림공원육교,특별시도,,어은로,대전광역시 유성구 어은로 22,36.36084703,127.3586307,24.0,0.0,0.0,4.0,5.0,0.0,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
월골보도육교,특별시도,,도안대로,대전광역시 유성구 화당로 12,36.34227733,127.3390926,266.0,0.0,0.0,5.0,6.0,0.0,0.0,Y,경사로,,,,,N,보통,제한없음,,정기점검,1900-01-01,대전광역시,2023-01-05,6300000,대전광역시
