육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
영등포역 횡단 보도육교,기타,없음,경인선,서울특별시 영등포구 경인로94길 7,37.513895,126.903695,83.0,,0.5,5.6,3.2,1.8,14.0,Y,엘리베이터,,,,1974-12-01, ,보통,제한없음,,정기점검,2022-04-16,서울특별시 영등포구청,2022-07-04,3180000,서울특별시 영등포구
문래 보도육교,시도,245,서부간선도로,서울특별시 영등포구 문래로4길 4,37.520246,126.882018,40.0,5.1,0.5,4.5,4.0,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,,정기점검,2022-04-16,서울특별시 영등포구청,2022-07-04,3180000,서울특별시 영등포구
양평1 보도육교,시도,245,서부간선도로,서울특별시 영등포구 양산로 3,37.526193,126.883081,43.0,5.7,0.5,4.5,4.0,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,,정기점검,2022-04-16,서울특별시 영등포구청,2022-07-04,3180000,서울특별시 영등포구
양평2 보도육교,시도,245,서부간선도로,서울특별시 영등포구 양평로21길 26,37.533447,126.891821,45.0,5.7,0.34,4.5,4.0,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,,정기점검,2022-04-16,서울특별시 영등포구청,2022-07-04,3180000,서울특별시 영등포구
선유도 기존보도육교,시도,199,"노들로, 올림픽대로",서울특별시 영등포구 양평로24길 36,37.541546,126.895135,108.0,,,4.5,4.0,1.0,5.0,Y,엘리베이터,,,,1978-11-30, ,양호,제한없음,,정기점검,2022-04-16,서울특별시 영등포구청,2022-07-04,3180000,서울특별시 영등포구
지방도1042호선 보도육교,지방도,1042호선,선천로,경상남도 김해시 주촌면 선천남로 16,35.2369036,128.8378556,48.0,,,4.5,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-09-01,경상남도 김해시청,2022-11-18,5350000,경상남도 김해시
장평육교,일반국도,58호선,장평3로,경상남도 거제시 장평3로 10,34.88944152,128.6094016,104.5,,,4.5,2.5,,,Y,엘리베이터,,,,2008-01-01, ,보통,제한없음,,정기점검,2022-10-11,경상남도 거제시청 도로과,2022-12-01,5370000,경상남도 거제시
중곡동육교,일반국도,58호선,거제대로,경상남도 거제시 중곡로 3,34.89303358,128.6302802,43.7,,,4.7,4.0,,,Y,엘리베이터,,,,1998-01-01, ,보통,제한없음,,정기점검,2022-10-11,경상남도 거제시청 도로과,2022-12-01,5370000,경상남도 거제시
중흥보도육교,시도,,신흥로,경기도 부천시 신흥로 248,37.50573381,126.7758799,30.0,,,7.0,6.0,,,Y,엘리베이터,,,,1998-04-28, ,양호,제한없음,,정기점검,2021-12-21,경기도 부천시 도로관리과,2022-10-24,3860000,경기도 부천시
주원철도,구도,,석정로,인천광역시 남동구 석정로 566번길,37.464795,126.698904,30.0,,,4.5,5.0,,,Y,엘리베이터,1.0,,,1987-01-01, ,양호,제한없음,,정기점검,2021-12-23,인천광역시 남동구청,2022-11-09,3530000,인천광역시 남동구
논현택지2보도육교,시도,,은봉로,인천광역시 남동구 논현로 17,37.40360418,126.7088091,92.0,,,4.5,4.0,,,Y,엘리베이터,1.0,,,2009-01-01, ,양호,제한없음,,정기점검,2021-12-23,인천광역시 남동구청,2022-11-09,3530000,인천광역시 남동구
해안도로,구도,,아암대로,인천광역시 남동구 아암대로 1239,37.384457,126.7052872,80.0,,,4.5,3.0,,,Y,엘리베이터,1.0,,,2010-01-01, ,양호,제한없음,,정기점검,2021-12-23,인천광역시 남동구청,2022-11-09,3530000,인천광역시 남동구
나무를 타는 아이,시도,,해운대로,부산광역시 해운대구 해운대로 428,35.16557349,129.1381373,109.2,,,6.0,3.3,,,Y,엘리베이터,,,,2002-01-01,N,양호,제한없음,,정기점검,2022-07-08,부산광역시 해운대구,2022-11-18,3330000,부산광역시 해운대구
충민교,시도,,경제로,인천광역시 서구 청라동 112-34,37.53603023,126.6548661,71.6,5.5,,4.5,8.1,1.5,140.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,보통,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
장경교,시도,,청중로,인천광역시 서구 청라라임로16번길18,37.529964,126.654881,83.4,5.5,,4.5,8.1,1.5,208.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,보통,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
장숙교,시도,,경제로,인천광역시 서구 청라루미로134번길 6-32,37.536123,126.642651,40.0,5.5,,4.5,7.8,1.5,154.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,보통,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
구산동 보도육교,일반국도,58호선,김해대로,경상남도 김해시 김해대로 1960,35.252044,128.867447,44.0,,,4.8,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-04-01,경상남도 김해시청,2022-11-18,5350000,경상남도 김해시
조은금강병원앞 보도육교,일반국도,58호선,김해대로,경상남도 김해시 김해대로 1806,35.264838,128.863084,30.7,,,5.0,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-04-01,경상남도 김해시청,2022-11-18,5350000,경상남도 김해시
부영6차아파트앞 보도육교,일반국도,58호선,김해대로,경상남도 김해시 삼계중앙로5번길 1-10,35.260544,128.865325,33.9,,,5.0,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-04-01,경상남도 김해시청,2022-11-18,5350000,경상남도 김해시
우암초등학교앞 보도육교,일반국도,58호선,금관대로,경상남도 김해시 평전로 192,35.24435875,128.8642617,22.7,,,5.0,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-04-01,경상남도 김해시청,2022-11-18,5350000,경상남도 김해시
갈산하늘다리(보도육교),지방도,713호선,이서남로,전라북도 완주군 이서면 금평리 788,35.8190696,127.0441221,,,,4.8,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-11-07,전라북도 완주군 도로교통과,2022-11-24,4720000,전라북도 완주군
호수공원육교,시도,,광교호수로,경기도 수원시 영통구 광교호수로152번길 80,37.27831028,127.0681819,109.0,6.0,,5.0,4.5,,,Y,엘리베이터+경사로,,,,, ,양호,제한없음,,정기점검,2021-05-28,경기도 수원시 영통구청,2022-09-30,3740000,경기도 수원시
애경육교,일반국도,43번,덕영대로,경기도 수원시 팔달구 덕영대로 923-10,37.2659137,127.0016871,33.2,5.0,,5.0,4.0,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-04-24,경기도 수원시 팔달구청,2022-09-30,3740000,경기도 수원시
효원육교,시도,,동수원로,경기도 수원시 팔달구 동수원로 335,37.25939225,127.0364507,67.8,5.0,,4.8,4.5,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-04-24,경기도 수원시 팔달구청,2022-09-30,3740000,경기도 수원시
신나무실육교,시도,,매영로,경기도 수원시 영통구 매영로 346,37.25149899,127.0702949,54.4,6.0,,4.8,5.4,,,Y,엘리베이터+에스컬레이터,,,,, ,보통,제한없음,,정기점검,2021-05-28,경기도 수원시 영통구청,2022-09-30,3740000,경기도 수원시
소화육교,시도,,광교중앙로,경기도 수원시 영통구 광교중앙로37번길 47,37.27814864,127.0513981,50.0,6.5,,5.0,4.5,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-28,경기도 수원시 영통구청,2022-09-30,3740000,경기도 수원시
평화육교,일반국도,국4호,김천로,경상북도 김천시 김천로 119,36.122942,128.115125,240.0,7.5,0.0,10.0,3.5,0.0,0.0,Y,엘리베이터,2.0,없음,0.0,1994-09-12,N,보통,제한없음,없음,정기점검,2021-11-11,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
신기육교,기타,,시청7길,경상북도 김천시 신음동 920-3,36.135036,128.113991,32.8,10.8,0.0,10.0,5.0,0.0,0.0,Y,엘리베이터,2.0,없음,0.0,2021-09-30,N,보통,제한없음,없음,정기점검,2021-09-30,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
sk보행육교,시도,,이목로,경기도 수원시 장안구 이목로 24-25,37.3095764,126.9864004,66.3,5.0,,4.8,6.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
천천보행육교,시도,,정자로,경기도 수원시 장안구 정자로42번길 52,37.29877142,126.981574,72.0,6.0,,6.0,3.5,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
농수산물센터육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 330,37.2857316,126.9687174,44.5,5.0,,5.0,4.0,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
서수원육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 291,37.28262997,126.9701183,50.0,5.0,,5.0,4.0,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
궁촌육교,시도,,덕영대로,경기도 수원시 권선구 덕영대로1323번길 26-14,37.24687115,127.0362901,65.0,5.0,,5.0,5.5,,,Y,엘리베이터+경사로,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
상구운육교,시도,,서부로,경기도 수원시 권선구 서부로 1937,37.28301082,126.9667019,56.0,5.0,,5.0,4.0,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
오현육교,시도,,서수원로,경기도 수원시 권선구 서수원로 220,37.24655721,126.9684672,21.0,5.0,,4.0,4.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
솔대육교,시도,,오목천로,경기도 수원시 권선구 오목천로152번길 45,37.2430291,126.9784643,34.0,5.0,,4.0,3.0,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
벌터보도육교,시도,,세화로,경기도 수원시 권선구 세화로161번길 6,37.26631532,126.993018,53.0,5.0,,5.0,3.8,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
동그라미육교,시도,,덕영대로,경기도 수원시 권선구 덕영대로 1357,37.2455422,127.0388226,234.0,5.0,,5.0,3.4,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
세교파출소앞 보도육교,기타,,수목원로,경기도 오산시 세마역로 5,37.180454,127.043843,56.1,4.0,,4.0,4.0,1.2,,Y,엘리베이터+점자블럭,2.0,,,2011-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
금암초앞 보도육교(8단지 옆),기타,,수목원로,경기도 오산시 수청로 204-20,37.178713,127.045499,39.0,4.0,,4.0,4.0,1.2,,Y,엘리베이터+점자블럭,2.0,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
수청초등학교앞 보도육교,기타,,오산대역로,경기도 오산시 오산대역로 123,37.170033,127.056151,37.0,4.0,,4.0,4.0,1.2,,Y,엘리베이터+점자블럭,2.0,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
16단지앞(국도1) 보도육교,일반국도,1호선,경기대로,경기도 오산시 내삼미로 109,37.172774,127.062813,39.0,4.0,,4.0,4.0,1.2,,Y,엘리베이터+점자블럭,2.0,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
오산대역(국도1) 보도육교,일반국도,1호선,경기대로,경기도 오산시 청학로 236,37.169115,127.064049,44.4,4.0,,4.0,4.0,1.2,,Y,엘리베이터+점자블럭,2.0,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
삼미육교,기타,,북삼미로,경기도 오산시 북삼미로 175,37.192029,127.061532,41.0,4.8,,4.5,3.5,1.5,,Y,엘리베이터+점자블럭,2.0,,,2019-10-18,Y,양호,제한없음,,정기점검,2019-10-18,경기도 오산시청,2022-09-13,4000000,경기도 오산시
금천 보도교,시도,,범안로,서울특별시 금천구 범안로 1126,37.466615,126.897695,120.0,,,4.2,2.0,,,Y,엘리베이터,,없음,,2000-09-04, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
석수역 앞 보도육교,시도,,시흥대로,서울특별시 금천구 시흥대로 6,37.43430825,126.903577,59.0,,,5.0,3.7,,,Y,엘리베이터,,없음,,2009-06-30, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
남서울한양(아)앞 보도육교,구도,,벚꽃로,서울특별시 금천구 시흥대로 165,37.447902,126.900726,49.6,,,0.0,4.5,,,Y,엘리베이터,,없음,,2011-07-31, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
한신(아)앞 보도육교,시도,,한내로,서울특별시 금천구 한내로 62,37.455396,126.888885,70.0,,,4.5,4.0,,,Y,엘리베이터,,없음,,1992-12-20, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
장기육교1,시도,,김포한강2로,경기도 김포시 장기동 김포한강2로,37.642871,126.664973,26.0,,,5.0,4.2,1.0,6.0,Y,엘리베이터,2.0,없음,,2008-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
장기육교2,시도,,김포한강1로,경기도 김포시 장기동 김포한강1로,37.641566,126.666898,30.0,,,5.0,5.1,1.0,6.0,Y,엘리베이터,2.0,없음,,2008-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
고창육교,시도,,김포한강3로,경기도 김포시 장기동 김포한강3로,37.6421535,126.656937,40.0,,,4.5,5.5,1.0,194.0,Y,엘리베이터,2.0,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
수정육교,시도,,김포대로,경기도 김포시 운양동 김포대로,37.6475225,126.6774076,52.0,,,4.5,5.5,1.0,107.0,Y,엘리베이터,2.0,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
호수육교,시도,,김포한강5로,경기도 김포시 양촌읍 양곡리 김포한강5로,37.6514716,126.6285925,46.0,,,4.5,5.5,1.0,141.0,Y,엘리베이터,2.0,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
연대병원 앞 보도육교,시도,,성산로,서울특별시 서대문구 성산로 494-6,37.560975,126.9418556,58.0,,,4.5,4.0,,,Y,엘리베이터,,,,2006-06-30, ,양호,제한없음,,정기점검,2022-10-04,서대문구청,2022-10-31,3120000,서울특별시 서대문구
기업도시 육교 1호,시도,,기업도시로,충청북도 충주시 중앙탑면 기업도시로,37.014285,127.826974,,,,4.5,,,,Y,엘리베이터,,없음,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시청,2022-10-31,4390000,충청북도 충주시
기업도시 육교 2호,시도,,기업도시3로,충청북도 충주시 주덕읍 기업도시3로,37.006544,127.815413,,,,4.5,,,,Y,엘리베이터,,없음,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시청,2022-10-31,4390000,충청북도 충주시
금오육교,시도,,백산로,경상북도 구미시 백산로,36.124452,128.336875,61.5,6.0,,4.3,4.0,1.5,20.0,Y,엘리베이터,3.0,캐노피,1.0,2007-01-01,N,양호,제한없음,,정기점검,2022-06-14,경상북도 구미시,2022-10-21,5080000,경상북도 구미시
삼성육교,지방도,514호선,인동가산로,경상북도 구미시 인동가산로,36.107825,128.417745,64.4,18.73,,4.5,4.4,1.5,,Y,엘리베이터,3.0,없음,,2009-02-09,N,양호,제한없음,,정기점검,2022-06-14,경상북도 구미시,2022-10-21,5080000,경상북도 구미시
오천보도육교,일반국도,42번,중부대로,경기도 이천시 마장면 중부대로 133,37.25601404,127.3511666,25.6,5.0,,5.0,2.5,,0.0,Y,엘리베이터+점자블럭,3.0,캐노피+엘리베이터,3.0,,N,보통,제한없음,,정기점검,2021-06-30,경기도 이천시청,2022-09-16,4070000,경기도 이천시
수광보도육교,시도,,경충대로,경기도 이천시 신둔면 경충대로 3122-20,37.30503377,127.4049025,29.0,5.0,,4.8,5.0,,10.0,Y,엘리베이터+점자블럭,3.0,엘리베이터,2.0,,N,보통,제한없음,,정기점검,2021-06-30,경기도 이천시청,2022-09-16,4070000,경기도 이천시
신하보도육교,시도,,경충대로,경기도 이천시 부발읍 경충대로 2243,37.25970848,127.4770612,26.4,5.2,,5.0,3.9,,21.0,Y,엘리베이터+점자블럭,3.0,캐노피+엘리베이터,3.0,,N,보통,제한없음,,정기점검,2021-06-30,경기도 이천시청,2022-09-16,4070000,경기도 이천시
팔봉육교,지방도,720번,무왕로,전라북도 익산시 무왕로 1432,35.96637859,127.0136694,31.0,4.7,,4.5,3.0,1.5,0.0,Y,엘리베이터,2.0,엘리베이터+캐노피,2.0,2010-11-15,Y,양호,제한없음,캐노피 설치,정기점검,2017-10-17,전라북도 익산시청,2022-09-17,4680000,전라북도 익산시
숙위교,시도,,청중로,인천광역시 서구 청라루미로42번길 5-23,37.529925,126.642682,42.0,5.5,,4.5,6.5,1.5,188.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,보통,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
문숙교,시도,,청중로,인천광역시 서구 청라사파이로 158,37.529564,126.626104,55.5,5.5,,4.5,6.5,1.5,291.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,양호,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
허암교,시도,,경제로,인천광역시 서구 청라동 84-11,37.536383,126.626065,55.5,5.5,,4.5,6.5,1.5,,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,양호,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
삼례육교,기타,25호선,삼례역로,전라북도 완주군 삼례읍 후정리 279-3,35.9070824,127.062021,,,,4.8,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2022-11-07,전라북도 완주군 도로교통과,2022-11-24,4720000,전라북도 완주군
혁신도시 육교,시도,3219073번,혁신로,강원도 원주시 반곡동 1914-7,37.32482759,127.9910403,88.0,5.7,,5.5,5.0,1.0,,Y,엘리베이터,1.0,없음,0.0,,N,양호,제한없음,,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
호계3동행정복지센터 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 동안구 경수대로 504,37.3676845,126.9587908,45.6,5.0,,4.3,4.0,1.1,,Y,엘리베이터,1.0,,,2004-02-08,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계동 신동아(아) 앞 육교,시도,,경수대로,경기도 안양시 동안구 경수대로 721,37.3858624,126.9504651,45.0,5.0,,4.5,4.0,1.1,,Y,엘리베이터,1.0,,,1993-06-19,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
석수역 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 만안구 경수대로 1430,37.4339014,126.903779,59.0,5.5,,5.0,3.7,1.1,,Y,엘리베이터,1.0,,,2009-06-03,N,양호,제한없음,,정기점검,2019-06-30,경기도 안양시청,2022-11-15,3830000,경기도 안양시
안양남초교 앞 육교,일반국도,국도47호선,흥안대로,경기도 안양시 동안구 흥안대로249번길 18,37.37812652,126.967912,45.3,5.5,,5.0,4.0,1.1,,Y,엘리베이터,1.0,,,1993-09-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
서안양우체국사거리 육교,지방도,국지도57호선,관악대로,경기도 안양시 만안구 안양로 238,37.3945594,126.925384,30.0,4.3,,4.3,5.0,1.1,,Y,엘리베이터,1.0,,,1994-04-10,N,양호,제한없음,,정기점검,2021-11-25,경기도 안양시청,2022-11-15,3830000,경기도 안양시
샘모루초교 앞 육교,지방도,국지도57호선,관악대로,경기도 안양시 동안구 관악대로 133,37.3994214,126.9386655,40.4,5.0,,4.7,4.0,1.1,,Y,엘리베이터,1.0,,,2003-12-05,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
명학역 앞 육교,시도,,만안로,경기도 안양시 만안구 만안로 19,37.3851652,126.9346205,24.2,6.0,,6.0,5.0,1.1,,Y,엘리베이터,1.0,,,2012-01-13,Y,양호,제한없음,,정기점검,2019-06-30,경기도 안양시청,2022-11-15,3830000,경기도 안양시
진흥 육교,시도,,만안로,경기도 안양시 만안구 만안로 202,37.399255,126.9245448,29.1,6.0,,6.0,6.0,1.1,,Y,엘리베이터,1.0,,,2017-07-12,Y,양호,제한없음,,정기점검,2019-04-19,경기도 안양시청,2022-11-15,3830000,경기도 안양시
펜타힐즈보도육교,시도,,대로1류,경상북도 경산시 펜타힐즈로,35.828473,128.719263,155.4,5.7,,5.0,5.0,1.8,3.0,Y,엘리베이터,2.0,,,2017-01-25,Y,양호,제한없음,,정기점검,2017-01-25,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
신해보도육교(현진에버빌아파트),일반국도,3호선,경충대로,경기도 여주시 가남읍 신해리 635-56,37.210793,127.541919,41.3,5.1,,4.5,4.0,2.0,0.0,Y,엘리베이터,2.0,,,2009-01-01,Y,양호,제한없음,,정기점검,2018-12-17,국토교통부 수원국토관리사무소,2022-11-01,5700000,경기도 여주시
호계3동 대림(아) 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 동안구 경수대로 446,37.3632713,126.960806,45.6,5.5,,5.0,4.0,1.1,,Y,엘리베이터,1.0,,,2003-12-27,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
상현보도육교,일반국도,광로2-1,국도43호선,경기도 용인시 수지구 포은대로 37,37.29946846,127.0647334,130.0,,,4.5,4.5,,,Y,엘리베이터,,,,2012-09-30,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
신봉초교 앞 보도육교,시도,대로3-1,신봉1로,경기도 용인시 수지구 신봉동 957,37.32900888,127.0677148,34.0,,,4.5,4.5,,,Y,엘리베이터,,,,2016-02-19,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
꽃메사거리 보도육교,일반국도,중로2-1,국도43호선,경기도 용인시 수지구 동백죽전대로 1066,37.32477086,127.1226031,42.0,,,5.0,2.5,,,Y,엘리베이터,,,,2019-02-11,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
욱일APT 앞 육교,기타,,충현로,세종특별자치시 조치원읍 충현로 159,36.60293108,127.2941813,150.0,6.3,0.5,5.0,3.0,1.2,36.0,Y,엘리베이터,2.0,없음,0.0,1996-01-01,N,보통,제한없음,없음,정기점검,2021-12-17,세종시 도로관리사업소,2022-11-11,5690000,세종특별자치시
온빛 초 육교,기타,,만남로,세종특별자치시 만남로 174,36.51462797,127.2403716,43.5,4.795,,3.0,3.5,1.1,42.0,Y,엘리베이터,1.0,없음,0.0,2015-11-01,Y,양호,제한없음,없음,정기점검,2021-12-17,세종시 도로관리사업소,2022-11-11,5690000,세종특별자치시
미르 초 육교,기타,,나리로,세종특별자치시 나리로 26-10,36.47313162,127.2544816,65.55,4.8,,3.0,3.0,1.2,52.0,Y,엘리베이터,1.0,없음,0.0,2015-11-01,Y,양호,제한없음,없음,정기점검,2021-12-17,세종시 도로관리사업소,2022-11-11,5690000,세종특별자치시
나래초보행교,기타,,달빛1로,세종특별자치시 달빛1로 108,36.5090014,127.2463514,39.8,5.0,,4.0,3.5,1.4,54.0,Y,엘리베이터,2.0,없음,0.0,2018-09-01,Y,양호,제한없음,없음,정기점검,2021-12-17,세종시 도로관리사업소,2022-11-11,5690000,세종특별자치시
가득초육교,기타,,세종로,세종특별자치시 세종로 941,36.48771564,127.2432312,40.8,5.611,,4.0,6.5,1.1,38.0,Y,엘리베이터,2.0,없음,0.0,2017-11-01,Y,양호,제한없음,없음,정기점검,2021-12-17,세종시 도로관리사업소,2022-11-11,5690000,세종특별자치시
우정교보행육교,시도,,이예로,울산광역시 중구 태화동 이예로,35.559841,129.292801,45.5,,,4.5,3.5,,,Y,엘리베이터,,,,2016-01-01,N,양호,제한없음,,정기점검,2022-06-20,울산광역시청,2022-08-24,6310000,울산광역시
소입현육교,일반국도,19호선,남해대로,경상남도 남해군 남해읍 입현리 1536-3,34.831094,127.905569,20.0,5.0,,4.3,5.0,1.5,,Y,엘리베이터,1.0,,,2020-04-08,Y,양호,제한없음,,정기점검,2020-04-08,경상남도 남해군청 건설교통과,2022-09-23,5430000,경상남도 남해군
대도보도육교,구도,,선릉로,서울특별시 강남구 선릉로 209,37.4926466,127.0533774,26.0,,,4.5,4.0,,,Y,엘리베이터+점자블럭,,,,2005-06-01,N,양호,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
구름다리보도육교,시도,,양재대로,서울특별시 강남구 양재대로 340,37.4716355,127.0525917,41.0,,,4.5,4.3,,,Y,엘리베이터+점자블럭,,,,1996-07-01,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
양재보도육교,시도,,양재대로,서울특별시 강남구 양재대로 781,37.49328988,127.0951503,77.0,,,6.5,4.0,,,Y,엘리베이터+점자블럭,,,,2003-12-01,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
양재천보도육교,구도,,양재천로,서울특별시 강남구 언주로30길 56,37.48806952,127.0534832,39.0,,,4.6,2.8,,,Y,엘리베이터+점자블럭,,,,2004-04-01,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
말죽거리보도육교,시도,,남부순환로,서울특별시 강남구 남부순환로 2633,37.48536752,127.0377727,35.0,,,4.5,4.0,,,Y,엘리베이터+점자블럭,,,,1994-12-01,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
